HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,query,lon,lat,type,loctype,address,north,south,east,west
Short term,TRUE,TRUE,FALSE,SELECT SPECIALTY HOSP JACKSON INC,MS,JACKSON,250153,1850 CHADRICK DRIVE 5TH FLOOR,39204,"SELECT SPECIALTY HOSP JACKSON INC near JACKSON, MS 39204",-90.17949759999999,32.3150536,establishment,rooftop,"1225 n state st 5th floor, jackson, ms 39202, usa",32.3164025802915,32.3137046197085,-90.1781486197085,-90.1808465802915
Critical Access,TRUE,FALSE,FALSE,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,MACON,251307,78 HOSPITAL ROAD,39341,"NOXUBEE GENERAL CRITICAL ACCESS HOSP near MACON, MS 39341",-88.55895699999999,33.122084,establishment,rooftop,"78 hospital dr, macon, ms 39341, usa",33.1234329802915,33.1207350197085,-88.5576080197085,-88.5603059802915
Critical Access,TRUE,TRUE,FALSE,FIELD HEALTH SYSTEM,MS,CENTREVILLE,251309,178 HIGHWAY 24,39631,"FIELD HEALTH SYSTEM near CENTREVILLE, MS 39631",-91.058839,31.08206599999999,establishment,rooftop,"178 ms-24, centreville, ms 39631, usa",31.08341498029149,31.0807170197085,-91.05749001970851,-91.06018798029152
Critical Access,TRUE,FALSE,FALSE,PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS,MS,BELZONI,251311,500 CCC ROAD,39038,"PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS near BELZONI, MS 39038",-90.47038810000001,33.1840822,establishment,geometric_center,"belzoni, ms 39038, usa",33.1854311802915,33.1827332197085,-90.46903911970851,-90.47173708029152
Critical Access,TRUE,FALSE,FALSE,ALLIANCE LAIRD HOSPITAL CAH,MS,UNION,251321,25117 HIGHWAY 51,39365,"ALLIANCE LAIRD HOSPITAL CAH near UNION, MS 39365",-89.1034183,32.5755157,establishment,rooftop,"25117 ms-15, union, ms 39365, usa",32.57686468029149,32.57416671970849,-89.10206931970849,-89.10476728029151
Critical Access,TRUE,FALSE,FALSE,PIONEER HEALTH SERVICES OF NEWTON,MS,NEWTON,251332,"9421 EAST SIDE DRIVE EXTENSION, POB 299",39345,"PIONEER HEALTH SERVICES OF NEWTON near NEWTON, MS 39345",-89.1280585,32.3574554,doctor,rooftop,"9427 eastside dr suite a, newton, ms 39345, usa",32.3588043802915,32.3561064197085,-89.1267095197085,-89.1294074802915
Critical Access,TRUE,TRUE,FALSE,BAPTIST MEDICAL CENTER - ATTALA,MS,KOSCIUSKO,251336,220 HWY 12 WEST,39090,"BAPTIST MEDICAL CENTER - ATTALA near KOSCIUSKO, MS 39090",-89.59837580000001,33.0656755,establishment,rooftop,"220 ms-12, kosciusko, ms 39090, usa",33.06702448029149,33.0643265197085,-89.59702681970852,-89.59972478029152
Short term,TRUE,FALSE,FALSE,AURORA COMMUNITY HOSPITAL,MO,AURORA,260003,500 PORTER ST,65605,"AURORA COMMUNITY HOSPITAL near AURORA, MO 65605",-93.70999049999999,36.9696675,establishment,rooftop,"500 porter ave, aurora, mo 65605, usa",36.9710164802915,36.9683185197085,-93.70864151970848,-93.71133948029149
Short term,TRUE,FALSE,FALSE,COOPER COUNTY MEMORIAL HOSPITAL,MO,BOONVILLE,260004,17651 B HWY,65233,"COOPER COUNTY MEMORIAL HOSPITAL near BOONVILLE, MO 65233",-92.7409072,38.961614,doctor,rooftop,"17601 hwy b, boonville, mo 65233, usa",38.96296298029149,38.96026501970849,-92.7395582197085,-92.7422561802915
Short term,TRUE,FALSE,FALSE,HANNIBAL REGIONAL HOSPITAL,MO,HANNIBAL,260025,6000 HOSPITAL DR,63401,"HANNIBAL REGIONAL HOSPITAL near HANNIBAL, MO 63401",-91.45013,39.710562,establishment,rooftop,"6000 hospital dr, hannibal, mo 63401, usa",39.71191098029149,39.70921301970849,-91.44878101970849,-91.45147898029151
Short term,TRUE,TRUE,TRUE,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,MO,BRIDGETON,260104,12303 DEPAUL DRIVE,63044,"SSM HEALTH DEPAUL HOSPITAL ST LOUIS near BRIDGETON, MO 63044",-90.43401229999999,38.7511172,establishment,rooftop,"12303 de paul dr, bridgeton, mo 63044, usa",38.7524661802915,38.7497682197085,-90.43266331970848,-90.4353612802915
Short term,TRUE,FALSE,FALSE,ALBERT M KELLER MEMORIAL HOSPITAL,MO,FAYETTE,260111,600 W MORRISON,65248,"ALBERT M KELLER MEMORIAL HOSPITAL near FAYETTE, MO 65248",-92.68928419999999,39.143814,establishment,rooftop,"600 w morrison st #7, fayette, mo 65248, usa",39.1451629802915,39.1424650197085,-92.68793521970848,-92.6906331802915
Short term,TRUE,FALSE,FALSE,ELLETT MEMORIAL HOSPITAL,MO,APPLETON CITY,260148,610 NORTH OHIO AVENUE,64724,"ELLETT MEMORIAL HOSPITAL near APPLETON CITY, MO 64724",-94.02123739999999,38.19277659999999,establishment,rooftop,"610 n ohio st, appleton city, mo 64724, usa",38.19412558029149,38.19142761970849,-94.01988841970848,-94.0225863802915
Short term,TRUE,FALSE,FALSE,BARNES-JEWISH WEST COUNTY HOSPITAL,MO,CREVE COEUR,260162,12634 OLIVE BOULEVARD,63141,"BARNES-JEWISH WEST COUNTY HOSPITAL near CREVE COEUR, MO 63141",-90.4681064,38.6756387,establishment,rooftop,"12634 olive blvd, st. louis, mo 63141, usa",38.6769876802915,38.6742897197085,-90.46675741970849,-90.46945538029149
Short term,TRUE,FALSE,TRUE,BELTON REGIONAL MEDICAL CENTER,MO,BELTON,260214,17065 S 71 HIGHWAY,64012,"BELTON REGIONAL MEDICAL CENTER near BELTON, MO 64012",-94.50315669999999,38.8155122,establishment,geometric_center,"17065 s, us-71, belton, mo 64012, usa",38.8168611802915,38.8141632197085,-94.5018077197085,-94.5045056802915
Short term,TRUE,FALSE,FALSE,SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY,MO,ELLINGTON,260229,100 HWY 21 N,63638,"SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY near ELLINGTON, MO 63638",-90.966095,37.242418,doctor,rooftop,"350 e walnut st, ellington, mo 63638, usa",37.2437669802915,37.2410690197085,-90.96474601970849,-90.9674439802915
Critical Access,TRUE,FALSE,FALSE,ELLETT MEMORIAL HOSPITAL,MO,APPLETON CITY,261301,610 N OHIO AVE,64724,"ELLETT MEMORIAL HOSPITAL near APPLETON CITY, MO 64724",-94.02123739999999,38.19277659999999,establishment,rooftop,"610 n ohio st, appleton city, mo 64724, usa",38.19412558029149,38.19142761970849,-94.01988841970848,-94.0225863802915
Critical Access,TRUE,FALSE,FALSE,SALEM MEMORIAL DISTRICT HOSPITAL,MO,SALEM,261318,"PO BOX 774,",65560,"SALEM MEMORIAL DISTRICT HOSPITAL near SALEM, MO 65560",-91.5692851,37.6604402,establishment,rooftop,"35629 mo-72, salem, mo 65560, usa",37.6617891802915,37.6590912197085,-91.56793611970849,-91.5706340802915
Critical Access,TRUE,FALSE,FALSE,I-70 COMMUNITY HOSPITAL,MO,SWEET SPRINGS,261334,"105 HOSPITAL DRIVE, BUILDING B",65351,"I-70 COMMUNITY HOSPITAL near SWEET SPRINGS, MO 65351",-93.4149319,38.9636292,doctor,rooftop,"105 e hospital dr, sweet springs, mo 65351, usa",38.9649781802915,38.9622802197085,-93.4135829197085,-93.41628088029151
Critical Access,TRUE,FALSE,FALSE,SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY,MO,ELLINGTON,261339,100 HWY 21 N,63638,"SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY near ELLINGTON, MO 63638",-90.966095,37.242418,doctor,rooftop,"350 e walnut st, ellington, mo 63638, usa",37.2437669802915,37.2410690197085,-90.96474601970849,-90.9674439802915
Short term,TRUE,FALSE,FALSE,BROADWATER HEALTH CENTER,MT,TOWNSEND,270006,110 NO OAK ST,59644,"BROADWATER HEALTH CENTER near TOWNSEND, MT 59644",-111.515923,46.3216818,establishment,rooftop,"110 n oak st, townsend, mt 59644, usa",46.3230307802915,46.3203328197085,-111.5145740197085,-111.5172719802915
Short term,TRUE,FALSE,FALSE,ST JOSEPH HOSPITAL,MT,POLSON,270008,BOX 1010 SKYLINE DR,59860,"ST JOSEPH HOSPITAL near POLSON, MT 59860",-114.1624467,47.6822197,establishment,rooftop,"6 13th ave e, polson, mt 59860, usa",47.6835686802915,47.6808707197085,-114.1610977197085,-114.1637956802915
Short term,TRUE,TRUE,FALSE,COLUMBUS HOSPITAL CORP,MT,GREAT FALLS,270013,PO BOX 5013  500 15TH AVE SOUTH,59403,"COLUMBUS HOSPITAL CORP near GREAT FALLS, MT 59403",-111.2789961,47.50772,establishment,rooftop,"1601 2nd ave n # 108, great falls, mt 59401, usa",47.5090689802915,47.5063710197085,-111.2776471197085,-111.2803450802915
Short term,TRUE,FALSE,FALSE,DANIELS MEMORIAL HOSPITAL,MT,SCOBEY,270036,PO BOX 400,59263,"DANIELS MEMORIAL HOSPITAL near SCOBEY, MT 59263",-105.4182117,48.78819,establishment,rooftop,"105 5th ave, scobey, mt 59263, usa",48.7895389802915,48.7868410197085,-105.4168627197085,-105.4195606802915
Short term,TRUE,FALSE,FALSE,MCCONE COUNTY HOSPITAL,MT,CIRCLE,270043,PO BOX 195,59215,"MCCONE COUNTY HOSPITAL near CIRCLE, MT 59215",-105.5808395,47.4188054,establishment,rooftop,"605 sullivan ave, circle, mt 59215, usa",47.42015438029149,47.41745641970849,-105.5794905197085,-105.5821884802915
Short term,TRUE,FALSE,FALSE,GRANITE COUNTY MEM HOSPITAL,MT,PHILIPSBURG,270047,PO BOX 729,59858,"GRANITE COUNTY MEM HOSPITAL near PHILIPSBURG, MT 59858",-113.2947315,46.3298824,airport,geometric_center,"granite county memorial hospital heliport, philipsburg, mt 59858, usa",46.33123138029149,46.3285334197085,-113.2933825197085,-113.2960804802915
Short term,TRUE,FALSE,FALSE,GARFIELD COUNTY HEALTH CENTER INC,MT,JORDAN,270070,BOX 389,59337,"GARFIELD COUNTY HEALTH CENTER INC near JORDAN, MT 59337",-106.911258,47.3187429,establishment,rooftop,"332 leavitt ave, jordan, mt 59337, usa",47.32009188029149,47.31739391970849,-106.9099090197085,-106.9126069802915
Short term,TRUE,FALSE,FALSE,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,MT,CROW AGENCY,270075,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",59022,"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE near CROW AGENCY, MT 59022",-107.4488586,45.5821958,establishment,rooftop,"1010 7650 e, crow agency, mt 59022, usa",45.5835447802915,45.5808468197085,-107.4475096197085,-107.4502075802915
Short term,TRUE,FALSE,FALSE,PHS INDIAN HOSPITAL - FT BELKNAP,MT,HARLEM,270076,"BOX 67, RR 1",59526,"PHS INDIAN HOSPITAL - FT BELKNAP near HARLEM, MT 59526",-108.7641978,48.48224500000001,establishment,rooftop,"669 agency main st, harlem, mt 59526, usa",48.48359398029151,48.48089601970851,-108.7628488197085,-108.7655467802915
Short term,TRUE,FALSE,FALSE,CLARK FORK VALLEY HOSPITAL,MT,PLAINS,270083,PO BOX 768,59859,"CLARK FORK VALLEY HOSPITAL near PLAINS, MT 59859",-114.8881731,47.4683751,establishment,rooftop,"10 kruger rd, plains, mt 59859, usa",47.46972408029149,47.4670261197085,-114.8868241197085,-114.8895220802915
Critical Access,TRUE,TRUE,FALSE,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,MT,CROW AGENCY,271339,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",59022,"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE near CROW AGENCY, MT 59022",-107.4488586,45.5821958,establishment,rooftop,"1010 7650 e, crow agency, mt 59022, usa",45.5835447802915,45.5808468197085,-107.4475096197085,-107.4502075802915
Short term,TRUE,FALSE,FALSE,WEBSTER COUNTY COMMUNITY HOSPITAL,NE,RED CLOUD,280014,6TH & FRANKLIN ST,68970,"WEBSTER COUNTY COMMUNITY HOSPITAL near RED CLOUD, NE 68970",-98.5281184,40.0914434,establishment,rooftop,"621 n franklin st, red cloud, ne 68970, usa",40.0927923802915,40.0900944197085,-98.52676941970849,-98.529467380291507
Short term,TRUE,FALSE,FALSE,BOONE COUNTY HEALTH CENTER,NE,ALBION,280031,"PO BOX 151, 723 WEST FAIRVIEW STREET",68620,"BOONE COUNTY HEALTH CENTER near ALBION, NE 68620",-98.0057856,41.6831115,establishment,rooftop,"1019 s 8th st, albion, ne 68620, usa",41.6844604802915,41.6817625197085,-98.00443661970849,-98.0071345802915
Short term,TRUE,FALSE,FALSE,CAMBRIDGE MEM HOSPITAL AND HLTH CENTER,NE,CAMBRIDGE,280049,"PO BOX 488, WEST WIGHWAY 6 AND 34",69022,"CAMBRIDGE MEM HOSPITAL AND HLTH CENTER near CAMBRIDGE, NE 69022",-100.180273,40.2804314,establishment,rooftop,"1305 us-6, cambridge, ne 69022, usa",40.28178038029149,40.2790824197085,-100.1789240197085,-100.1816219802915
Short term,TRUE,FALSE,FALSE,PENDER COMMUNITY HOSPITAL,NE,PENDER,280055,PO BOX 100,68047,"PENDER COMMUNITY HOSPITAL near PENDER, NE 68047",-96.71103339999999,42.1055877,establishment,rooftop,"100 hospital dr, pender, ne 68047, usa",42.1069366802915,42.1042387197085,-96.7096844197085,-96.7123823802915
Short term,TRUE,FALSE,FALSE,PIONEER MEMORIAL COMMUNITY HOSPITAL,NE,MULLEN,280116,P.O. BOX 493,69152,"PIONEER MEMORIAL COMMUNITY HOSPITAL near MULLEN, NE 69152",-101.0439522,42.04590049999999,establishment,rooftop,"206 nw 4th st, mullen, ne 69152, usa",42.0472494802915,42.0445515197085,-101.0426032197085,-101.0453011802915
Short term,TRUE,TRUE,TRUE,BELLEVUE MEDICAL CENTER,NE,BELLEVUE,280132,2500 BELLEVUE MEDICAL CENTER DR,68123,"BELLEVUE MEDICAL CENTER near BELLEVUE, NE 68123",-95.94799979999999,41.1372483,establishment,rooftop,"2500 bellevue medical center dr, bellevue, ne 68123, usa",41.13859728029149,41.13589931970849,-95.9466508197085,-95.9493487802915
Critical Access,TRUE,TRUE,FALSE,SAUNDERS MEDICAL CENTER,NE,WAHOO,281307,1760 COUNTY RD J,68066,"SAUNDERS MEDICAL CENTER near WAHOO, NE 68066",-96.635566,41.193242,establishment,rooftop,"1760 county rd j, wahoo, ne 68066, usa",41.19459098029149,41.19189301970849,-96.63421701970849,-96.6369149802915
Critical Access,TRUE,TRUE,FALSE,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,OSCEOLA,281314,"P O BOX 428, 531 BEEBE ST",68651,"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER near OSCEOLA, NE 68651",-97.5490483,41.1697564,establishment,rooftop,"531 beebe st, osceola, ne 68651, usa",41.17110538029149,41.16840741970849,-97.54769931970849,-97.5503972802915
Critical Access,TRUE,TRUE,FALSE,CHI HEALTH ST MARY'S,NE,NEBRASKA CITY,281342,1301 GRUNDMAN BLVD,68410,"CHI HEALTH ST MARY'S near NEBRASKA CITY, NE 68410",-95.86242399999999,40.6563247,establishment,rooftop,"1301 grundman blvd, nebraska city, ne 68410, usa",40.6576736802915,40.6549757197085,-95.8610750197085,-95.8637729802915
Short term,TRUE,FALSE,FALSE,MT GRANT GENERAL HOSPITAL,NV,HAWTHORNE,290015,FIRST AND A STREETS,89415,"MT GRANT GENERAL HOSPITAL near HAWTHORNE, NV 89415",-118.6279266,38.5169515,establishment,rooftop,"200 s a st, hawthorne, nv 89415, usa",38.51830048029149,38.51560251970849,-118.6265776197085,-118.6292755802915
Short term,TRUE,TRUE,FALSE,OWYHEE COMMUNITY HEALTH FACILITY,NV,OWYHEE,290029,BOX 212,89832,"OWYHEE COMMUNITY HEALTH FACILITY near OWYHEE, NV 89832",-116.097763,41.9502489,establishment,rooftop,"1623 hospital loop, owyhee, nv 89832, usa",41.9515978802915,41.9488999197085,-116.0964140197085,-116.0991119802915
Critical Access,TRUE,FALSE,FALSE,MOUNT GRANT GENERAL HOSPITAL,NV,HAWTHORNE,291300,FIRST AND A STREETS,89415,"MOUNT GRANT GENERAL HOSPITAL near HAWTHORNE, NV 89415",-118.6279266,38.5169515,establishment,rooftop,"200 s a st, hawthorne, nv 89415, usa",38.51830048029149,38.51560251970849,-118.6265776197085,-118.6292755802915
Critical Access,TRUE,FALSE,FALSE,OWYHEE COMMUNITY HEALTH FACILITY,NV,OWYHEE,291305,PO BOX 130,89832,"OWYHEE COMMUNITY HEALTH FACILITY near OWYHEE, NV 89832",-116.097763,41.9502489,establishment,rooftop,"1623 hospital loop, owyhee, nv 89832, usa",41.9515978802915,41.9488999197085,-116.0964140197085,-116.0991119802915
Short term,TRUE,FALSE,FALSE,BOULEVARD HOSP,NY,LONG ISLAND CITY,330172,4604 31ST AVE,11103,"BOULEVARD HOSP near LONG ISLAND CITY, NY 11103",-73.9276275,40.7445029,establishment,rooftop,"37-11 queens blvd, long island city, ny 11101, usa",40.7458518802915,40.7431539197085,-73.9262785197085,-73.92897648029151
Short term,TRUE,FALSE,FALSE,CLIFTON FINE HOSPITAL,NY,STAR LAKE,330179,PO BOX 10 OSWEGATCHIE TRAIL,13690,"CLIFTON FINE HOSPITAL near STAR LAKE, NY 13690",-75.0560311,44.1622795,establishment,rooftop,"1014 oswegatchie trail rd, star lake, ny 13690, usa",44.16362848029151,44.16093051970851,-75.0546821197085,-75.05738008029151
Short term,TRUE,FALSE,FALSE,LYDIA E HALL HOSP,NY,FREEPORT,330323,4802 TENTH AVE,11520,"LYDIA E HALL HOSP near FREEPORT, NY 11520",-73.5888575,40.6440775,postal_code,approximate,"freeport, ny 11520, usa",40.6735478,40.608592,-73.5585579,-73.603841
Short term,TRUE,FALSE,FALSE,GOWANDA PSYCHIATRIC CENTER,NY,HELMUTH,330373,MEDICAL/SURGICAL UNIT,14079,"GOWANDA PSYCHIATRIC CENTER near HELMUTH, NY 14079",-78.935868,42.4631167,locality,approximate,"gowanda, ny 14070, usa",42.4757381,42.44840689999999,-78.9181638,-78.94399500000002
Short term,TRUE,FALSE,FALSE,"CHARLES A CANNON, JR MEMORIAL HOSPITAL",NC,LINVILLE,340005,434 HOSPITAL DR   P O BOX 767,28646,"CHARLES A CANNON, JR MEMORIAL HOSPITAL near LINVILLE, NC 28646",-81.888896,36.060718,establishment,rooftop,"434 hospital dr, linville, nc 28646, usa",36.0620669802915,36.05936901970851,-81.8875470197085,-81.89024498029151
Short term,TRUE,FALSE,FALSE,STOKES-REYNOLDS MEMORIAL HOSPITAL,NC,DANBURY,340019,PO BOX 10  HWY 8 & 89,27016,"STOKES-REYNOLDS MEMORIAL HOSPITAL near DANBURY, NC 27016",-80.2309154,36.4180006,establishment,geometric_center,"1570 north carolina 8 & 89 highway north, danbury, nc 27016, usa",36.4193495802915,36.4166516197085,-80.2295664197085,-80.23226438029151
Short term,TRUE,TRUE,TRUE,DUKE UNIVERSITY HOSPITAL,NC,DURHAM,340030,PO BOX 3814 DUMC  ERWIN RD,27710,"DUKE UNIVERSITY HOSPITAL near DURHAM, NC 27710",-78.938442,36.0075052,establishment,rooftop,"2301 erwin rd, durham, nc 27710, usa",36.00885418029149,36.00615621970849,-78.9370930197085,-78.9397909802915
Short term,TRUE,TRUE,TRUE,NORTH CAROLINA BAPTIST HOSPITAL,NC,WINSTON-SALEM,340047,MEDICAL CENTER BOULEVARD,27157,"NORTH CAROLINA BAPTIST HOSPITAL near WINSTON-SALEM, NC 27157",-80.2685786,36.0895869,establishment,rooftop,"1 medical center blvd, winston-salem, nc 27103, usa",36.0909358802915,36.0882379197085,-80.26722961970849,-80.2699275802915
Short term,TRUE,FALSE,FALSE,DAVIE COUNTY HOSPITAL,NC,MOCKSVILLE,340052,222 HOSP ST,27028,"DAVIE COUNTY HOSPITAL near MOCKSVILLE, NC 27028",-80.570893,35.8990326,establishment,rooftop,"210 hospital st, mocksville, nc 27028, usa",35.9003815802915,35.8976836197085,-80.56954401970849,-80.5722419802915
Short term,TRUE,FALSE,FALSE,SLOOP MEMORIAL HOSPITAL,NC,CROSSNORE,340080,PO BOX 470,28616,"SLOOP MEMORIAL HOSPITAL near CROSSNORE, NC 28616",-81.930832,36.0224959,postal_code,approximate,"crossnore, nc 28616, usa",36.0315198,36.013471,-81.91482460000002,-81.9468394
Short term,TRUE,FALSE,FALSE,PUNGO DISTRICT HOSPITAL,NC,BELHAVEN,340089,210 E FROMT ST,27810,"PUNGO DISTRICT HOSPITAL near BELHAVEN, NC 27810",-76.624411,35.5517663,establishment,rooftop,"892 us-264, belhaven, nc 27810, usa",35.5531152802915,35.5504173197085,-76.62306201970848,-76.62575998029149
Short term,TRUE,FALSE,FALSE,CHATHAM HOSPITAL INC,NC,SILER CITY,340111,THIRD ST & IVEY AVE BOX 649,27344,"CHATHAM HOSPITAL INC near SILER CITY, NC 27344",-79.4209917,35.7232197,establishment,rooftop,"475 progress blvd, siler city, nc 27344, usa",35.7245686802915,35.72187071970851,-79.4196427197085,-79.42234068029151
Short term,TRUE,FALSE,FALSE,MARIA PARHAM MEDICAL CENTER,NC,HENDERSON,340132,PO BOX 59,27536,"MARIA PARHAM MEDICAL CENTER near HENDERSON, NC 27536",-78.44918539999999,36.33103730000001,establishment,rooftop,"566 ruin creek rd, henderson, nc 27536, usa",36.33238628029151,36.32968831970851,-78.4478364197085,-78.4505343802915
Short term,TRUE,FALSE,TRUE,DAVIS REGIONAL MEDICAL CENTER,NC,STATESVILLE,340144,218 OLD MOCKSBVILLE RD PO BOX 1823,28687,"DAVIS REGIONAL MEDICAL CENTER near STATESVILLE, NC 28687",-80.861877,35.788655,establishment,rooftop,"218 old mocksville rd, statesville, nc 28625, usa",35.7900039802915,35.7873060197085,-80.86052801970851,-80.86322598029152
Short term,TRUE,FALSE,FALSE,CAROLINAS MED CTR-UNIVERSITY,NC,CHARLOTTE,340166,8800 NORTH TYRON STREET,28262,"CAROLINAS MED CTR-UNIVERSITY near CHARLOTTE, NC 28262",-80.7472512,35.3066306,doctor,rooftop,"8800 n tryon st, charlotte, nc 28262, usa",35.3079795802915,35.3052816197085,-80.74590221970848,-80.7486001802915
Critical Access,TRUE,FALSE,FALSE,OUR COMMUNITY HOSPITAL,NC,SCOTLAND NECK,341302,921 JUNIOR HIGH ROAD,27874,"OUR COMMUNITY HOSPITAL near SCOTLAND NECK, NC 27874",-77.4291757,36.1282033,airport,rooftop,"our community hospital heliport, 911 jr high school rd, scotland neck, nc 27874, usa",36.1295522802915,36.1268543197085,-77.42782671970849,-77.4305246802915
Critical Access,TRUE,FALSE,FALSE,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,NC,DANBURY,341317,1570 NC 8 & 89 HWY NORTH,27016,"LIFEBRITE COMMUNITY HOSPITAL OF STOKES near DANBURY, NC 27016",-80.2309154,36.4180006,establishment,geometric_center,"1570 north carolina 8 & 89 highway north, danbury, nc 27016, usa",36.4193495802915,36.4166516197085,-80.2295664197085,-80.23226438029151
Critical Access,TRUE,FALSE,FALSE,CHARLES A CANNON JR MEMORIAL HOSPITAL,NC,LINVILLE,341323,434 HOSPITAL DRIVE,28646,"CHARLES A CANNON JR MEMORIAL HOSPITAL near LINVILLE, NC 28646",-81.888896,36.060718,establishment,rooftop,"434 hospital dr, linville, nc 28646, usa",36.0620669802915,36.05936901970851,-81.8875470197085,-81.89024498029151
Short term,TRUE,FALSE,FALSE,CARRINGTON HEALTH CENTER,ND,CARRINGTON,350008,800 N FOURTH ST,58421,"CARRINGTON HEALTH CENTER near CARRINGTON, ND 58421",-99.12383059999999,47.4538912,establishment,rooftop,"800 n 4th st s, carrington, nd 58421, usa",47.4552401802915,47.4525422197085,-99.1224816197085,-99.1251795802915
Short term,TRUE,TRUE,FALSE,OAKES COMMUNITY HOSPITAL,ND,OAKES,350012,314 SOUTH 8TH STREET,58474,"OAKES COMMUNITY HOSPITAL near OAKES, ND 58474",-98.0889737,46.1503636,establishment,rooftop,"1200 n 7th st n, oakes, nd 58474, usa",46.1517125802915,46.1490146197085,-98.0876247197085,-98.09032268029151
Short term,TRUE,FALSE,FALSE,MCKENZIE COUNTY MEM HOSP,ND,WATFORD CITY,350025,508 N MAIN PO BOX 548,58854,"MCKENZIE COUNTY MEM HOSP near WATFORD CITY, ND 58854",-103.2710472,47.8038773,establishment,rooftop,"709 4th ave ne, watford city, nd 58854, usa",47.80522628029149,47.8025283197085,-103.2696982197085,-103.2723961802915
Short term,TRUE,TRUE,FALSE,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,ND,BELCOURT,350063,PO BOX 160,58316,"P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK near BELCOURT, ND 58316",-99.7483567,48.8434415,establishment,rooftop,"1300 hospital loop, belcourt, nd 58316, usa",48.84479048029149,48.8420925197085,-99.74700771970849,-99.74970568029151
Critical Access,TRUE,TRUE,FALSE,KENMARE COMMUNITY HOSPITAL,ND,KENMARE,351305,PO BOX 697,58746,"KENMARE COMMUNITY HOSPITAL near KENMARE, ND 58746",-102.0844703,48.6742881,establishment,rooftop,"317 1st ave nw, kenmare, nd 58746, usa",48.6756370802915,48.6729391197085,-102.0831213197085,-102.0858192802915
Critical Access,TRUE,TRUE,FALSE,COOPERSTOWN MEDICAL CENTER,ND,COOPERSTOWN,351306,1200 ROBERTS AVE NE,58425,"COOPERSTOWN MEDICAL CENTER near COOPERSTOWN, ND 58425",-98.1183593,47.4459333,establishment,rooftop,"1200 roberts ave ne, cooperstown, nd 58425, usa",47.4472822802915,47.4445843197085,-98.1170103197085,-98.1197082802915
Critical Access,TRUE,FALSE,FALSE,NORTHWOOD DEACONESS HEALTH CENTER,ND,NORTHWOOD,351312,PO BOX 190,58267,"NORTHWOOD DEACONESS HEALTH CENTER near NORTHWOOD, ND 58267",-97.57540089999999,47.7347414,establishment,rooftop,"4 north park street, northwood, nd 58267, usa",47.7360903802915,47.7333924197085,-97.5740519197085,-97.5767498802915
Critical Access,TRUE,TRUE,FALSE,CARRINGTON HEALTH CENTER,ND,CARRINGTON,351318,PO BOX 461,58421,"CARRINGTON HEALTH CENTER near CARRINGTON, ND 58421",-99.12383059999999,47.4538912,establishment,rooftop,"800 n 4th st s, carrington, nd 58421, usa",47.4552401802915,47.4525422197085,-99.1224816197085,-99.1251795802915
Critical Access,TRUE,TRUE,FALSE,PEMBINA COUNTY MEMORIAL HOSPITAL,ND,CAVALIER,351319,BOX 380,58220,"PEMBINA COUNTY MEMORIAL HOSPITAL near CAVALIER, ND 58220",-97.618389,48.7922799,establishment,rooftop,"301 mountain st e, cavalier, nd 58220, usa",48.79362888029149,48.7909309197085,-97.6170400197085,-97.6197379802915
Short term,TRUE,FALSE,FALSE,ST ELIZABETH BOARDMAN HEALTH CENTER,OH,BOARDMAN,360276,8401 MARKET STREET,44512,"ST ELIZABETH BOARDMAN HEALTH CENTER near BOARDMAN, OH 44512",-80.660142,40.9943058,establishment,rooftop,"8401 market st, youngstown, oh 44512, usa",40.9956547802915,40.9929568197085,-80.6587930197085,-80.6614909802915
Short term,TRUE,FALSE,TRUE,SOIN MEDICAL CENTER,OH,BEAVER CREEK,360360,3535 PENTAGON PARK BLVD,45431,"SOIN MEDICAL CENTER near BEAVER CREEK, OH 45431",-84.0628267,39.7710585,establishment,rooftop,"3535 pentagon blvd, beavercreek, oh 45431, usa",39.77240748029149,39.76970951970849,-84.06147771970849,-84.06417568029151
