HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,lat,long,id,input_address,match_indicator,match_type,matched_address,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
Short term,TRUE,FALSE,FALSE,SHEEHAN MEMORIAL HOSPITAL,NY,BUFFALO,330029,425 MICHIGAN AVENUE,14203,42.883717,-78.86841,150,"425 MICHIGAN AVENUE, BUFFALO, NY, 14203",Match,Exact,"425 MICHIGAN AVE, BUFFALO, NY, 14203",48291086,R,36,29,1402,3006
Short term,TRUE,FALSE,FALSE,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,NEWARK,330030,111 DRIVING PARK AVENUE,14513,43.060764,-77.099724,151,"111 DRIVING PARK AVENUE, NEWARK, NY, 14513",Match,Exact,"111 DRIVING PARK AVE, NEWARK, NY, 14513",14915515,L,36,117,21100,1013
Short term,TRUE,FALSE,FALSE,"CHENANGO MEMORIAL HOSPITAL, INC",NY,NORWICH,330033,179 NORTH BROAD STREET,13815,42.540485,-75.52458,152,"179 NORTH BROAD STREET, NORWICH, NY, 13815",Match,Exact,"179 N BROAD ST, NORWICH, NY, 13815",46421959,L,36,17,970300,5014
Short term,TRUE,FALSE,FALSE,UNION HOSPITAL,NY,BRONX,330034,260 E 188TH ST,10458,40.860928,-73.89616,153,"260 E 188TH ST, BRONX, NY, 10458",Match,Exact,"260 E 188TH ST, BRONX, NY, 10458",80298765,R,36,5,39902,5000
Short term,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL AT DOBBS FERRY,NY,DOBBS FERRY,330036,128 ASHFORD AVENUE,10522,41.01487,-73.86255,154,"128 ASHFORD AVENUE, DOBBS FERRY, NY, 10522",Match,Exact,"128 ASHFORD AVE, DOBBS FERRY, NY, 10522",139732197,R,36,119,10500,3002
Short term,TRUE,FALSE,FALSE,LAKESIDE MEMORIAL HOSPITAL,NY,BROCKPORT,330037,156 WEST AVENUE,14420,43.220066,-77.944595,155,"156 WEST AVENUE, BROCKPORT, NY, 14420",Match,Exact,"156 WEST AVE, BROCKPORT, NY, 14420",14523489,R,36,55,15200,3002
Short term,TRUE,FALSE,FALSE,ST JEROME HOSPITAL,NY,BATAVIA,330038,16 BANK ST,14020,42.998936,-78.18153,156,"16 BANK ST, BATAVIA, NY, 14020",Match,Exact,"16 BANK ST, BATAVIA, NY, 14020",48141508,R,36,37,950800,1012
Short term,TRUE,FALSE,FALSE,PARKWAY HOSPITAL,NY,FOREST HILLS,330041,70-35 113TH STREET,11375,40.723324,-73.83835,158,"70-35 113TH STREET, FOREST HILLS, NY, 11375",Match,Exact,"70-35 113TH ST, FOREST HILLS, NY, 11375",59706424,L,36,81,75702,2012
Short term,TRUE,FALSE,TRUE,SOUTHSIDE HOSPITAL,NY,BAY SHORE,330043,301 EAST MAIN STREET,11706,40.72507,-73.239746,159,"301 EAST MAIN STREET, BAY SHORE, NY, 11706",Match,Exact,"301 E MAIN ST, BAY SHORE, NY, 11706",113997219,L,36,103,147300,2011
Short term,TRUE,TRUE,TRUE,MOUNT SINAI WEST,NY,NEW YORK,330046,1000 TENTH AVENUE,10019,40.770103,-73.98783,162,"1000 TENTH AVENUE, NEW YORK, NY, 10019",Match,Exact,"1000 10TH AVE, NEW YORK, NY, 10019",59655131,R,36,61,14500,2000
Short term,TRUE,FALSE,FALSE,FAXTON - CHILDRENS HOSPITAL,NY,UTICA,330048,1676 SUNSET AVE,13502,43.0908,-75.25749,164,"1676 SUNSET AVE, UTICA, NY, 13502",Match,Exact,"1676 SUNSET AVE, UTICA, NY, 13502",171581252,R,36,65,21102,1020
Short term,TRUE,FALSE,FALSE,NORTHERN DUTCHESS HOSPITAL,NY,RHINEBECK,330049,6511 SPRINGBROOK AVENUE,12572,41.93402,-73.91251,165,"6511 SPRINGBROOK AVENUE, RHINEBECK, NY, 12572",Match,Non_Exact,"6511 SPRING BROOK AVE, RHINEBECK, NY, 12572",637964178,R,36,27,160005,2000
Short term,TRUE,FALSE,FALSE,BAPTIST MEDICAL CENTER OF NEW YORK,NY,BROOKLYN,330050,2749 LINDEN BOULEVARD,11208,40.669704,-73.86236,166,"2749 LINDEN BOULEVARD, BROOKLYN, NY, 11208",Match,Exact,"2749 LINDEN BLVD, BROOKLYN, NY, 11208",640860676,L,36,47,120800,5011
Short term,TRUE,FALSE,FALSE,MEMORIAL HOSPITAL OF GREENE COUNTY,NY,CATSKILL,330052,159 JEFFERSON HEIGHTS,12414,42.231674,-73.878044,167,"159 JEFFERSON HEIGHTS, CATSKILL, NY, 12414",Match,Exact,"159 JEFFERSON HTS, CATSKILL, NY, 12414",640453563,L,36,39,81102,1056
Short term,TRUE,FALSE,FALSE,MEDINA MEMORIAL HOSPITAL,NY,MEDINA,330053,200 OHIO STREET,14103,43.223667,-78.39708,168,"200 OHIO STREET, MEDINA, NY, 14103",Match,Exact,"200 OHIO ST, MEDINA, NY, 14103",48803496,L,36,73,40400,3005
Short term,TRUE,TRUE,TRUE,NEW YORK-PRESBYTERIAN/QUEENS,NY,FLUSHING,330055,56-45 MAIN STREET,11355,40.74751,-73.82608,169,"56-45 MAIN STREET, FLUSHING, NY, 11355",Match,Exact,"56-45 MAIN ST, FLUSHING, NY, 11355",59709657,L,36,81,79900,1004
Short term,TRUE,FALSE,TRUE,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,BROOKLYN,330056,121 DEKALB AVENUE,11201,40.68959,-73.97221,170,"121 DEKALB AVENUE, BROOKLYN, NY, 11201",Match,Non_Exact,"121 DEKALB AVE, BROOKLYN, NY, 11205",59077674,L,36,47,18300,2001
Short term,TRUE,FALSE,FALSE,GENEVA GENERAL HOSPITAL,NY,GENEVA,330058,196 -198 NORTH STREET,14456,42.8757,-76.987976,172,"196 -198 NORTH STREET, GENEVA, NY, 14456",Match,Exact,"196 NORTH ST, GENEVA, NY, 14456",13469368,R,36,69,51700,1004
Short term,TRUE,FALSE,TRUE,MONTEFIORE MEDICAL CENTER,NY,BRONX,330059,111 EAST 210TH STREET,10467,40.879944,-73.88079,173,"111 EAST 210TH STREET, BRONX, NY, 10467",Match,Exact,"111 E 210TH ST, BRONX, NY, 10467",639349001,L,36,5,42100,1000
Short term,TRUE,FALSE,TRUE,LAWRENCE HOSPITAL CENTER,NY,BRONXVILLE,330061,55 PALMER AVENUE,10708,40.94151,-73.837135,174,"55 PALMER AVENUE, BRONXVILLE, NY, 10708",Match,Exact,"55 PALMER AVE, BRONXVILLE, NY, 10708",139842282,L,36,119,4600,4003
Short term,TRUE,FALSE,FALSE,SCHUYLER HOSPITAL,NY,MONTOUR FALLS,330062,220 STEUBEN STREET,14865,42.350857,-76.86314,175,"220 STEUBEN STREET, MONTOUR FALLS, NY, 14865",Match,Exact,"220 STEUBEN ST, MONTOUR FALLS, NY, 14865",18198008,L,36,97,950400,1013
Short term,TRUE,FALSE,TRUE,NEW YORK DOWNTOWN HOSPITAL,NY,NEW YORK,330064,170 WILLIAM STREET,10038,40.710438,-74.00555,176,"170 WILLIAM STREET, NEW YORK, NY, 10038",Match,Exact,"170 WILLIAM ST, NEW YORK, NY, 10038",59660425,R,36,61,1501,1012
Short term,TRUE,FALSE,TRUE,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,NIAGARA FALLS,330065,621 TENTH STREET,14302,43.093506,-79.05042,177,"621 TENTH STREET, NIAGARA FALLS, NY, 14302",Match,Non_Exact,"621 10TH ST, NIAGARA FALLS, NY, 14301",48686157,R,36,63,21200,4007
Short term,TRUE,FALSE,FALSE,ST CLARE'S HOSPITAL,NY,SCHENECTADY,330066,600 MCCLELLAN STREET,12304,42.805347,-73.91737,178,"600 MCCLELLAN STREET, SCHENECTADY, NY, 12304",Match,Exact,"600 MCCLELLAN ST, SCHENECTADY, NY, 12304",18029376,R,36,93,20600,1017
Short term,TRUE,TRUE,TRUE,ST FRANCIS HOSPITAL,NY,POUGHKEEPSIE,330067,241 NORTH ROAD,12601,41.728012,-73.93267,179,"241 NORTH ROAD, POUGHKEEPSIE, NY, 12601",Match,Exact,"241 NORTH RD, POUGHKEEPSIE, NY, 12601",639390169,L,36,27,140101,3004
Short term,TRUE,FALSE,TRUE,OUR LADY OF MERCY MEDICAL CENTER,NY,BRONX,330072,600 EAST 233RD STREET,10466,40.89463,-73.861275,180,"600 EAST 233RD STREET, BRONX, NY, 10466",Match,Exact,"600 E 233RD ST, BRONX, NY, 10466",80297046,R,36,5,42000,1002
Short term,TRUE,FALSE,FALSE,UNITED MEMORIAL MEDICAL CENTER,NY,BATAVIA,330073,127 NORTH STREET,14020,43.003933,-78.17713,181,"127 NORTH STREET, BATAVIA, NY, 14020",Match,Exact,"127 NORTH ST, BATAVIA, NY, 14020",48160264,R,36,37,950800,2005
Short term,TRUE,FALSE,TRUE,F F THOMPSON HOSPITAL,NY,CANANDAIGUA,330074,350 PARRISH STREET,14424,42.875507,-77.28843,182,"350 PARRISH STREET, CANANDAIGUA, NY, 14424",Match,Exact,"350 PARRISH ST, CANANDAIGUA, NY, 14424",648007904,L,36,69,51000,1004
Short term,TRUE,TRUE,FALSE,ALBERT LINDLEY LEE MEMORIAL HOSPITAL,NY,FULTON,330075,510 SOUTH FOURTH STREET,13069,43.31468,-76.40565,183,"510 SOUTH FOURTH STREET, FULTON, NY, 13069",Match,Exact,"510 S 4TH ST, FULTON, NY, 13069",57809093,L,36,75,21102,1035
Short term,TRUE,FALSE,FALSE,LAFAYETTE GENERAL HOSP,NY,BUFFALO,330077,113 LAFAYETTE AVE,14213,42.9201,-78.89418,185,"113 LAFAYETTE AVE, BUFFALO, NY, 14213",Match,Exact,"113 LAFAYETTE AVE, BUFFALO, NY, 14213",48288774,R,36,29,6100,5001
Short term,TRUE,FALSE,TRUE,SISTERS OF CHARITY HOSPITAL,NY,BUFFALO,330078,2157 MAIN STREET,14214,42.928608,-78.85049,186,"2157 MAIN STREET, BUFFALO, NY, 14214",Match,Exact,"2157 MAIN ST, BUFFALO, NY, 14214",48289886,R,36,29,5201,3006
Short term,TRUE,FALSE,FALSE,ADIRONDACK MEDICAL CENTER,NY,SARANAC LAKE,330079,2233 STATE ROUTE 86,12983,44.34449,-74.14458,187,"2233 STATE ROUTE 86, SARANAC LAKE, NY, 12983",Match,Exact,"2233 STATE RTE 86, SARANAC LAKE, NY, 12983",639359373,R,36,33,950900,1040
Short term,TRUE,TRUE,TRUE,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,BRONX,330080,234 EAST 149TH STREET,10451,40.81765,-73.9238,188,"234 EAST 149TH STREET, BRONX, NY, 10451",Match,Exact,"234 E 149TH ST, BRONX, NY, 10451",80309048,R,36,5,6500,1002
Short term,TRUE,FALSE,FALSE,LEONARD HOSPITAL,NY,TROY,330082,74 NEW TURNPIKE RD,12182,42.790985,-73.66537,189,"74 NEW TURNPIKE RD, TROY, NY, 12182",Match,Exact,"74 NEW TURNPIKE RD, TROY, NY, 12182",641263394,R,36,83,40100,1002
Short term,TRUE,FALSE,FALSE,ALICE HYDE MEDICAL CENTER,NY,MALONE,330084,133 PARK STREET,12953,44.856815,-74.291985,190,"133 PARK STREET, MALONE, NY, 12953",Match,Exact,"133 PARK ST, MALONE, NY, 12953",173818354,R,36,33,950501,2011
Short term,TRUE,FALSE,FALSE,MONTEFIORE MOUNT VERNON HOSPITAL,NY,MOUNT VERNON,330086,12 NORTH 7TH AVENUE,10550,40.91293,-73.84006,192,"12 NORTH 7TH AVENUE, MOUNT VERNON, NY, 10550",Match,Exact,"12 N 7TH AVE, MOUNT VERNON, NY, 10550",139842405,L,36,119,3600,3000
Short term,TRUE,FALSE,FALSE,EASTERN LONG ISLAND HOSPITAL,NY,GREENPORT,330088,201 MANOR PLACE,11944,41.111195,-72.36087,193,"201 MANOR PLACE, GREENPORT, NY, 11944",Match,Exact,"201 MANOR PL, GREENPORT, NY, 11944",643190468,L,36,103,170101,2006
Short term,TRUE,FALSE,TRUE,ARNOT OGDEN MEDICAL CENTER,NY,ELMIRA,330090,600 ROE AVENUE,14905,42.099262,-76.82673,194,"600 ROE AVENUE, ELMIRA, NY, 14905",Match,Exact,"600 ROE AVE, ELMIRA, NY, 14905",18532799,R,36,15,400,1011
Short term,TRUE,FALSE,TRUE,ST JOSEPH HOSPITAL OF CHEEKTOWAGA NEW YORK,NY,CHEEKTOWAGA,330091,2605 HARLEM ROAD,14225,42.913807,-78.784325,195,"2605 HARLEM ROAD, CHEEKTOWAGA, NY, 14225",Match,Exact,"2605 HARLEM RD, CHEEKTOWAGA, NY, 14225",48299269,R,36,29,10700,2017
Short term,TRUE,FALSE,TRUE,COLUMBIA MEMORIAL HOSPITAL,NY,HUDSON,330094,71 PROSPECT AVENUE,12534,42.245945,-73.77723,197,"71 PROSPECT AVENUE, HUDSON, NY, 12534",Match,Exact,"71 PROSPECT AVE, HUDSON, NY, 12534",41516973,L,36,21,1300,4010
Short term,TRUE,FALSE,FALSE,CATHOLIC HEALTH SYSTEM AT OUR LADY OF VICTORY,NY,LACKAWANNA,330095,55 MELROY AT RIDGE ROAD,14218,42.827003,-78.82087,198,"55 MELROY AT RIDGE ROAD, LACKAWANNA, NY, 14218",Match,Non_Exact,"55 MELROY AVE, LACKAWANNA, NY, 14218",48303265,R,36,29,16200,1007
Short term,TRUE,FALSE,FALSE,JONES MEMORIAL HOSPITAL,NY,WELLSVILLE,330096,191 NORTH MAIN STREET,14895,42.123043,-77.95007,199,"191 NORTH MAIN STREET, WELLSVILLE, NY, 14895",Match,Exact,"191 N MAIN ST, WELLSVILLE, NY, 14895",82606688,L,36,3,950700,2035
Short term,TRUE,FALSE,FALSE,SOLDIERS & SAILORS MEMORIAL HOSPITAL OF YATES COUN,NY,PENN YAN,330097,418 NORTH MAIN STREET,14527,42.670826,-77.05984,200,"418 NORTH MAIN STREET, PENN YAN, NY, 14527",Match,Exact,"418 N MAIN ST, PENN YAN, NY, 14527",639308411,L,36,123,150200,1033
Short term,FALSE,TRUE,FALSE,N Y EYE AND EAR INFIRMARY,NY,NEW YORK,330100,230 SECOND AVE,10003,40.7324,-73.98489,201,"230 SECOND AVE, NEW YORK, NY, 10003",Match,Exact,"230 2ND AVE, NEW YORK, NY, 10003",59653732,R,36,61,4800,5002
Short term,TRUE,TRUE,TRUE,NEW YORK-PRESBYTERIAN HOSPITAL,NY,NEW YORK,330101,525 EAST 68TH STREET,10065,40.764214,-73.955414,202,"525 EAST 68TH STREET, NEW YORK, NY, 10065",Match,Exact,"525 E 68TH ST, NEW YORK, NY, 10065",59662711,L,36,61,11600,1002
Short term,TRUE,FALSE,FALSE,OLEAN GENERAL HOSPITAL,NY,OLEAN,330103,515 MAIN STREET,14760,42.08983,-78.42682,204,"515 MAIN STREET, OLEAN, NY, 14760",Match,Exact,"515 MAIN ST, OLEAN, NY, 14760",122032363,L,36,9,961500,1035
Short term,TRUE,TRUE,TRUE,NORTH SHORE UNIVERSITY HOSPITAL,NY,MANHASSET,330106,300 COMMUNITY DRIVE,11030,40.77615,-73.70304,206,"300 COMMUNITY DRIVE, MANHASSET, NY, 11030",Match,Exact,"300 COMMUNITY DR, MANHASSET, NY, 11030",639423242,L,36,59,301800,2018
Short term,TRUE,FALSE,FALSE,BERTRAND CHAFFEE HOSPITAL,NY,SPRINGVILLE,330111,224 EAST MAIN STREET,14141,42.508507,-78.65866,211,"224 EAST MAIN STREET, SPRINGVILLE, NY, 14141",Match,Exact,"224 E MAIN ST, SPRINGVILLE, NY, 14141",48280240,R,36,29,15900,1014
Short term,TRUE,FALSE,FALSE,ONEIDA HEALTHCARE,NY,ONEIDA,330115,321 GENESEE STREET,13421,43.07883,-75.65526,213,"321 GENESEE STREET, ONEIDA, NY, 13421",Match,Exact,"321 GENESEE ST, ONEIDA, NY, 13421",46506201,R,36,53,940103,2000
Short term,TRUE,FALSE,TRUE,LENOX HILL HOSPITAL,NY,NEW YORK,330119,100 EAST 77TH STREET,10021,40.774265,-73.96135,217,"100 EAST 77TH STREET, NEW YORK, NY, 10021",Match,Non_Exact,"100 E 77TH ST, NEW YORK, NY, 10075",59657370,R,36,61,12800,4000
Short term,TRUE,FALSE,FALSE,UNITED HEALTH SERVICES / DELAWARE VALLEY HOSPITAL,NY,WALTON,330121,1 TITUS PLACE,13856,42.164482,-75.12853,218,"1 TITUS PLACE, WALTON, NY, 13856",Match,Exact,"1 TITUS PL, WALTON, NY, 13856",41558267,L,36,25,970600,4026
Short term,TRUE,FALSE,TRUE,ROCHESTER GENERAL HOSPITAL,NY,ROCHESTER,330125,1425 PORTLAND AVENUE,14621,43.19122,-77.58434,220,"1425 PORTLAND AVENUE, ROCHESTER, NY, 14621",Match,Exact,"1425 PORTLAND AVE, ROCHESTER, NY, 14621",14562889,L,36,55,8100,1005
Short term,TRUE,FALSE,TRUE,ORANGE REGIONAL MEDICAL CENTER,NY,MIDDLETOWN,330126,707 EAST MAIN STREET,10940,41.439877,-74.3682,221,"707 EAST MAIN STREET, MIDDLETOWN, NY, 10940",Match,Exact,"707 E MAIN ST, MIDDLETOWN, NY, 10940",650052535,R,36,71,11200,1072
Short term,TRUE,TRUE,TRUE,JACOBI MEDICAL CENTER,NY,BRONX,330127,1400 PELHAM PARKWAY SOUTH,10461,40.857502,-73.84764,222,"1400 PELHAM PARKWAY SOUTH, BRONX, NY, 10461",Match,Exact,"1400 PELHAM PKWY S, BRONX, NY, 10461",639456453,R,36,5,29600,2000
Short term,TRUE,TRUE,TRUE,ELMHURST HOSPITAL CENTER,NY,ELMHURST,330128,79-01 BROADWAY,11373,40.74443,-73.88614,223,"79-01 BROADWAY, ELMHURST, NY, 11373",Match,Exact,"79-01 BROADWAY, ELMHURST, NY, 11373",59693875,L,36,81,26700,2000
Short term,TRUE,FALSE,TRUE,CABRINI MEDICAL CENTER,NY,NEW YORK,330133,227 EAST 19TH STREET,10003,40.736084,-73.98423,224,"227 EAST 19TH STREET, NEW YORK, NY, 10003",Match,Exact,"227 E 19TH ST, NEW YORK, NY, 10003",611184574,L,36,61,6400,3000
Short term,TRUE,FALSE,TRUE,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,SYRACUSE,330140,301 PROSPECT AVENUE,13203,43.055172,-76.14885,227,"301 PROSPECT AVENUE, SYRACUSE, NY, 13203",Match,Exact,"301 PROSPECT AVE, SYRACUSE, NY, 13203",46570823,L,36,67,2300,2005
Short term,TRUE,TRUE,TRUE,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,PATCHOGUE,330141,101 HOSPITAL ROAD,11772,40.78034,-72.97823,228,"101 HOSPITAL ROAD, PATCHOGUE, NY, 11772",Match,Exact,"101 HOSPITAL RD, PATCHOGUE, NY, 11772",643034636,L,36,103,159102,1009
Short term,TRUE,FALSE,FALSE,BETH ISRAEL HOSPITAL NORTH,NY,NEW YORK,330142,170 EAST END AVE,10028,40.776012,-73.94399,229,"170 EAST END AVE, NEW YORK, NY, 10028",Match,Non_Exact,"170 E END AVE, NEW YORK, NY, 10128",59658509,L,36,61,14402,4002
Short term,TRUE,FALSE,FALSE,LITTLE FALLS HOSPITAL,NY,LITTLE FALLS,330148,140 BURWELL ST,13365,43.043938,-74.84762,231,"140 BURWELL ST, LITTLE FALLS, NY, 13365",Match,Exact,"140 BURWELL ST, LITTLE FALLS, NY, 13365",153745756,R,36,43,10702,2005
Short term,TRUE,FALSE,FALSE,ST JAMES MERCY HOSPITAL,NY,HORNELL,330151,411 CANISTEO STREET,14843,42.314415,-77.660095,233,"411 CANISTEO STREET, HORNELL, NY, 14843",Match,Exact,"411 CANISTEO ST, HORNELL, NY, 14843",14709407,L,36,101,960800,3011
Short term,TRUE,FALSE,TRUE,LONG ISLAND COLLEGE HOSPITAL,NY,BROOKLYN,330152,339 HICKS STREET,11201,40.691135,-73.99781,234,"339 HICKS STREET, BROOKLYN, NY, 11201",Match,Exact,"339 HICKS ST, BROOKLYN, NY, 11201",59074814,L,36,47,4900,1000
Short term,TRUE,FALSE,TRUE,ELLIS HOSPITAL,NY,SCHENECTADY,330153,1101 NOTT STREET,12308,42.81979,-73.918915,235,"1101 NOTT STREET, SCHENECTADY, NY, 12308",Match,Exact,"1101 NOTT ST, SCHENECTADY, NY, 12308",18029045,L,36,93,33400,1000
Short term,TRUE,FALSE,TRUE,SAMARITAN MEDICAL CENTER,NY,WATERTOWN,330157,830 WASHINGTON STREET,13601,43.964706,-75.91278,237,"830 WASHINGTON STREET, WATERTOWN, NY, 13601",Match,Exact,"830 WASHINGTON ST, WATERTOWN, NY, 13601",636470428,L,36,45,61900,3001
Short term,TRUE,FALSE,FALSE,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,NY,SYRACUSE,330159,4900 BROAD ROAD,13215,43.008038,-76.170296,239,"4900 BROAD ROAD, SYRACUSE, NY, 13215",Match,Exact,"4900 BROAD RD, SYRACUSE, NY, 13215",46570545,R,36,67,16300,6013
Short term,TRUE,TRUE,TRUE,STATEN ISLAND UNIVERSITY HOSPITAL,NY,STATEN ISLAND,330160,475 SEAVIEW AVENUE,10305,40.583424,-74.08592,240,"475 SEAVIEW AVENUE, STATEN ISLAND, NY, 10305",Match,Exact,"475 SEAVIEW AVE, STATEN ISLAND, NY, 10305",59887462,L,36,85,7000,1005
Short term,TRUE,FALSE,FALSE,BUFFALO COLUMBUS HOSPITAL,NY,BUFFALO,330161,300 NIAGARA ST,14201,42.89354,-78.884895,241,"300 NIAGARA ST, BUFFALO, NY, 14201",Match,Exact,"300 NIAGARA ST, BUFFALO, NY, 14201",48290386,L,36,29,7101,3009
Short term,TRUE,FALSE,TRUE,NORTHERN WESTCHESTER HOSPITAL,NY,MOUNT KISCO,330162,400 EAST MAIN STREET,10549,41.208366,-73.74018,242,"400 EAST MAIN STREET, MOUNT KISCO, NY, 10549",Match,Non_Exact,"400 W MAIN ST, MOUNT KISCO, NY, 10549",139758598,R,36,119,13000,4021
Short term,TRUE,FALSE,FALSE,EASTERN NIAGARA HOSPITAL,NY,LOCKPORT,330163,521 EAST AVENUE,14094,43.17635,-78.67115,243,"521 EAST AVENUE, LOCKPORT, NY, 14094",Match,Exact,"521 EAST AVE, LOCKPORT, NY, 14094",48691801,L,36,63,23800,3009
Short term,TRUE,FALSE,TRUE,HIGHLAND HOSPITAL,NY,ROCHESTER,330164,1000 SOUTH AVENUE,14620,43.135803,-77.60758,244,"1000 SOUTH AVENUE, ROCHESTER, NY, 14620",Match,Exact,"1000 SOUTH AVE, ROCHESTER, NY, 14620",14540073,L,36,55,3500,1002
Short term,TRUE,FALSE,FALSE,ARNOLD GREGORY MEMORIAL HOSPITAL,NY,ALBION,330165,243 SOUTH MAIN ST,14411,43.238556,-78.19393,245,"243 SOUTH MAIN ST, ALBION, NY, 14411",Match,Exact,"243 S MAIN ST, ALBION, NY, 14411",48805086,R,36,73,40700,4028
Short term,TRUE,FALSE,FALSE,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,WESTFIELD,330166,189 EAST MAIN STREET,14787,42.159332,-79.589386,246,"189 EAST MAIN STREET, WESTFIELD, NY, 14787",Match,Exact,"189 E MAIN ST, WESTFIELD, NY, 14787",120764284,L,36,13,36700,1043
Short term,TRUE,TRUE,TRUE,NYU WINTHROP HOSPITAL,NY,MINEOLA,330167,259 FIRST STREET,11501,40.741695,-73.64331,247,"259 FIRST STREET, MINEOLA, NY, 11501",Match,Exact,"259 1ST ST, MINEOLA, NY, 11501",147834026,L,36,59,303600,5001
Short term,TRUE,FALSE,FALSE,TIOGA GENERAL HOSPITAL,NY,WAVERLY,330168,37 N CHEMUNG ST,14892,42.00488,-76.55515,248,"37 N CHEMUNG ST, WAVERLY, NY, 14892",Match,Exact,"37 CHEMUNG ST, WAVERLY, NY, 14892",46707590,R,36,107,20702,4048
Short term,TRUE,FALSE,FALSE,SALAMANCA DISTRICT HOSPITAL,NY,SALAMANCA,330174,150 PARKWAY DR,14779,42.150684,-78.70731,252,"150 PARKWAY DR, SALAMANCA, NY, 14779",Match,Exact,"150 PARKWAY DR, SALAMANCA, NY, 14779",122056476,L,36,9,940300,5030
Short term,TRUE,FALSE,FALSE,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,CORTLAND,330175,134 HOMER AVENUE,13045,42.60756,-76.186005,253,"134 HOMER AVENUE, CORTLAND, NY, 13045",Match,Exact,"134 HOMER AVE, CORTLAND, NY, 13045",45815628,L,36,23,970700,5013
Short term,TRUE,TRUE,FALSE,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,NY,GOUVERNEUR,330177,77 WEST BARNEY STREET,13642,44.33828,-75.4745,255,"77 WEST BARNEY STREET, GOUVERNEUR, NY, 13642",Match,Exact,"77 W BARNEY ST, GOUVERNEUR, NY, 13642",155226728,R,36,89,492700,4016
Short term,TRUE,FALSE,TRUE,SAMARITAN HOSPITAL,NY,TROY,330180,2215 BURDETT AVENUE,12180,42.73409,-73.67126,257,"2215 BURDETT AVENUE, TROY, NY, 12180",Match,Exact,"2215 BURDETT AVE, TROY, NY, 12180",35766454,L,36,83,41300,5010
Short term,TRUE,FALSE,TRUE,GLEN COVE HOSPITAL,NY,GLEN COVE,330181,101 ST ANDREWS LANE,11542,40.871773,-73.621666,258,"101 ST ANDREWS LANE, GLEN COVE, NY, 11542",Match,Exact,"101 SAINT ANDREWS LN, GLEN COVE, NY, 11542",147622047,L,36,59,517301,3010
Short term,TRUE,FALSE,TRUE,"ST FRANCIS HOSPITAL, ROSLYN",NY,ROSLYN,330182,100 PORT WASHINGTON BOULEVARD,11576,40.80589,-73.66896,259,"100 PORT WASHINGTON BOULEVARD, ROSLYN, NY, 11576",Match,Exact,"100 PORT WASHINGTON BLVD, ROSLYN, NY, 11576",638151917,L,36,59,301600,4016
Short term,TRUE,FALSE,FALSE,GENESEE HOSPITAL,NY,ROCHESTER,330183,244 ALEXANDER ST,14607,43.15176,-77.5961,260,"244 ALEXANDER ST, ROCHESTER, NY, 14607",Match,Exact,"244 ALEXANDER ST, ROCHESTER, NY, 14607",14540389,R,36,55,2900,4002
Short term,TRUE,TRUE,TRUE,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,NEW ROCHELLE,330184,16 GUION PLACE,10802,40.913013,-73.787056,261,"16 GUION PLACE, NEW ROCHELLE, NY, 10802",Match,Non_Exact,"16 GUION PL, NEW ROCHELLE, NY, 10801",139842793,L,36,119,6300,4000
Short term,TRUE,FALSE,TRUE,GLENS FALLS HOSPITAL,NY,GLENS FALLS,330191,100 PARK STREET,12801,43.3073,-73.64615,265,"100 PARK STREET, GLENS FALLS, NY, 12801",Match,Exact,"100 PARK ST, GLENS FALLS, NY, 12801",173898330,L,36,113,70100,1002
Short term,TRUE,FALSE,TRUE,MAIMONIDES MEDICAL CENTER,NY,BROOKLYN,330194,4802 TENTH AVENUE,11219,40.639526,-73.9982,267,"4802 TENTH AVENUE, BROOKLYN, NY, 11219",Match,Exact,"4802 10TH AVE, BROOKLYN, NY, 11219",59080010,R,36,47,11400,3001
Short term,TRUE,FALSE,TRUE,CONEY ISLAND HOSPITAL,NY,BROOKLYN,330196,2601 OCEAN PARKWAY,11235,40.586533,-73.96588,269,"2601 OCEAN PARKWAY, BROOKLYN, NY, 11235",Match,Exact,"2601 OCEAN PKWY, BROOKLYN, NY, 11235",640848905,L,36,47,37000,3004
Short term,TRUE,TRUE,TRUE,CANTON-POTSDAM HOSPITAL,NY,POTSDAM,330197,50 LEROY STREET,13676,44.676044,-74.98146,270,"50 LEROY STREET, POTSDAM, NY, 13676",Match,Exact,"50 LEROY ST, POTSDAM, NY, 13676",155160924,L,36,89,490900,5000
