id,lat,lon,Name,level
625,41.3699958,-88.4266323,Morris Hospital & Healthcare Centers,2
1345,41.3688774,-81.8309271,Southwest General Health Center,3
542,41.3368288,-92.1916444,Keokuk County Health Center,4
526,41.3283224,-94.0170303,Madison County Health Care System,4
254,41.3187005,-122.3209208,Mercy Medical Center Mount Shasta,3
2239,41.3129868,-105.5565052,Ivinson Memorial Hospital,3
501,41.3111208,-93.1117229,Knoxville Hospital & Clinics,4
335,41.3044229,-72.9355663,Yale-New Haven Hospital,1
527,41.3037145,-94.4519308,Adair County Health System,4
512,41.2994761,-92.6299292,Mahaska Health Partnership,4
1369,41.2986899,-84.3767112,ProMedica Defiance Regional Hospital,3
521,41.2893139,-91.6875347,Washington County Hospital and Clinics,4
450,41.2687021,-95.8393612,CHI Health Mercy Council Bluffs,3
454,41.2685464,-95.8347527,Methodist Jennie Edmundson Hospital,3
1196,41.260315,-96.0413444,Children's Hospital and Medical Center,0
1542,41.2583955,-75.8670118,Wilkes-Barre General Hospital,2
1189,41.2575141,-96.0049478,Nebraska Medicine - Nebraska Medical Center,1
1550,41.2572105,-75.8091288,Geisinger Wyoming Valley Medical Center,2
2245,41.2431244,-110.9906214,Evanston Regional Hospital,3
1191,41.2395474,-96.0308961,CHI Health Creighton University Medical Center,1
1349,41.2355028,-80.7983994,Trumbull Memorial Hospital,3
1232,41.2325712,-103.6668652,Kimball Health Services,4
1361,41.2308581,-80.7770344,Mercy Health - St. Joseph Warren Hospital,3
1366,41.2252529,-82.6035979,Fisher-Titus Medical Center,3
1230,41.2175929,-98.4629416,Howard County Medical Center,4
338,41.201187,-73.2016535,St. Vincent's Medical Center,2
1231,41.1933919,-96.6356701,Saunders Medical Center,4
340,41.1889873,-73.1664362,Bridgeport Hospital,2
629,41.1869686,-85.1016077,Parkview Regional Medical Center,2
1948,41.183898,-111.9549506,McKay-Dee Hospital,2
1352,41.1754827,-81.2493208,UH Portage Medical Center,3
1229,41.1697878,-97.5490124,Annie Jeffrey Memorial County Health Center,4
1557,41.1696852,-80.0827882,Grove City Medical Center,4
1562,41.1696852,-80.0827882,Grove City Medical Center,4
1953,41.1643534,-111.9689702,Ogden Regional Medical Center,2
1222,41.1512006,-101.7186646,Ogallala Community Hospital,4
2232,41.140603,-104.8165116,Cheyenne Regional Medical Center,2
592,41.1240078,-87.8830805,Riverside Medical Center,2
1198,41.1216524,-100.7703943,Great Plains Health,3
612,41.1203944,-87.8720068,AMITA Health St. Mary's Hospital,2
1342,41.1139876,-80.6580546,Mercy Health - St. Elizabeth Youngstown Hospital,1
342,41.1111249,-73.4222417,Norwalk Hospital,2
1217,41.1072618,-98.0029553,Merrick Medical Center,4
1304,41.0955288,-73.9260608,Nyack Hospital,3
1952,41.091222,-111.995128,Davis Hospital and Medical Center,3
1281,41.086676,-73.8060649,Westchester Medical Center,1
1330,41.0807939,-81.4995786,Summa Health System,1
1353,41.0790823,-81.5255023,Akron Children's Hospital,0
1338,41.0783249,-81.5324703,Cleveland Clinic Akron General,1
472,41.0702556,-94.3839097,Greater Regional Medical Center,4
343,41.0558536,-73.5538648,Stamford Hospital,2
470,41.043534,-92.7968114,Monroe County Hospital and Clinics,4
634,41.0389032,-85.249408,Lutheran Hospital of Indiana,2
453,41.0288887,-92.3895049,Ottumwa Regional Health Center,4
486,41.0279241,-93.3019923,Lucas County Health Center,4
467,41.0275676,-95.215739,Montgomery County Memorial Hospital,4
1365,41.01785,-83.651653,Blanchard Valley Hospital,3
292,40.994032,-102.2686296,Sedgwick County Health Center,4
1553,40.9931408,-75.1753166,Lehigh Valley Hospital - Pocono,3
529,40.9888639,-94.7485397,CHI Health Mercy Corning,4
626,40.987296,-90.3596194,OSF St. Mary Medical Center,2
494,40.9860206,-91.965722,Jefferson County Health Center,4
1533,40.9677777,-76.6053472,Geisinger Medical Center,1
508,40.963773,-91.557989,Henry County Health Center,4
615,40.9556647,-90.3657881,Galesburg Cottage Hospital,2
1556,40.9491755,-75.9641194,Lehigh Valley Hospital - Hazleton,4
1235,40.9389006,-100.153257,Gothenburg Health,4
1321,40.933763,-72.673831,Peconic Bay Medical Center,3
1238,40.9258317,-98.3716607,CHI Health Saint Francis,3
1195,40.9258317,-98.3716607,CHI Health Saint Francis,3
1290,40.9090136,-73.1153553,Stony Brook University Hospital,1
1252,40.9022582,-74.1661378,St. Joseph's University Medical Center,2
248,40.8963361,-124.0916707,Mad River Community Hospital,4
1959,40.885915,-111.869012,Lakeview Hospital,3
1250,40.8840335,-74.0565417,Hackensack Meridian Health Hackensack University Medical Center,2
1305,40.8793305,-73.415944,Huntington Hospital,3
1234,40.8712071,-98.0103122,Memorial Community Health,4
1298,40.8556769,-73.8462363,NYC Health + Hospitals / Jacobi,1
1302,40.8534217,-73.8919377,St. Barnabas Hospital,1
1218,40.8483062,-101.7264418,Perkins County Health Services,4
1559,40.8212655,-75.9145494,St. Luke's Hospital - Miners Campus,4
1307,40.817374,-73.9240962,NYC Health + Hospitals / Lincoln,1
1312,40.8141114,-73.939827,NYC Health + Hospitals / Harlem,1
1339,40.8121341,-81.3962689,Mercy Medical Center,2
435,40.8096597,-91.1730702,Great River Health System,3
1296,40.8055483,-73.9613152,Mount Sinai West,2
1190,40.7966945,-96.6509997,Bryan Medical Center,2
1329,40.7959671,-81.4035536,Aultman Hospital,2
1251,40.7896261,-74.4655683,Morristown Medical Center,1
1204,40.7858929,-99.7589814,Lexington Regional Health Center,4
240,40.7840947,-124.1421682,St. Joseph Hospital,3
1308,40.7799905,-72.9772437,Long Island Community Hospital,2
1278,40.7745724,-73.7015369,North Shore University Hospital,1
1949,40.7717633,-111.8389786,Primary Children's Hospital,0
1944,40.7716956,-111.836808,University of Utah Health,1
1314,40.7646134,-73.9540788,New York-Presbyterian Hospital,0
1282,40.7643316,-73.9542559,New York-Presbyterian Hospital,1
482,40.7594667,-92.4158081,Davis County Hospital,4
485,40.7557317,-92.8570527,MercyOne Centerville Medical Center,4
545,40.7542385,-93.3109956,Wayne County Hospital,4
474,40.7542385,-93.3109956,Wayne County Hospital,4
1317,40.753046,-73.708525,North Shore University Hospital,0
468,40.7527521,-95.3692562,Shenandoah Medical Center,4
1347,40.7525748,-82.5280879,OhioHealth MedCentral Mansfield Hospital,2
544,40.7514261,-93.746944,Decatur County Hospital,4
1294,40.7471198,-73.8253655,New York-Presbyterian Queens,1
1293,40.7450814,-73.8857797,NYC Health + Hospitals / Elmhurst,3
1341,40.7411999,-84.1181147,Mercy Health - St. Rita's Medical Center,2
1292,40.7406366,-73.6430449,NYU Winthrop Hospital,1
1257,40.7406294,-74.1910884,University Hospital,1
1279,40.7390729,-73.9750165,NYC Health + Hospitals / Bellevue,1
1354,40.7357599,-84.0857733,Lima Memorial Health System,2
1295,40.7261764,-73.5537498,Nassau University Medical Center,1
1310,40.7257613,-73.241505,Southside Hospital,2
464,40.7234542,-95.0431997,Clarinda Regional Health Center,4
539,40.7187897,-94.2226031,Ringgold County Hospital,4
1258,40.7163016,-74.0503916,Jersey City Medical Center,2
1192,40.7076254,-99.0818136,CHI Health Good Samaritan,2
571,40.7019828,-89.5905744,OSF Saint Francis Medical Center,1
1297,40.7005373,-73.816226,Jamaica Hospital Medical Center,1
598,40.6993049,-89.5951391,UnityPoint Health -  Peoria,2
1957,40.6977603,-111.9909077,Jordan Valley Medical Center West Valley Campus,3
1301,40.6940832,-73.2943189,Good Samaritan Hospital Medical Center,2
1967,40.6876928,-111.4694162,Park City Hospital,4
1951,40.6859708,-111.8568341,St. Mark's Hospital,2
1291,40.6683276,-73.9798349,NewYork-Presbyterian Brooklyn Methodist Hospital,1
1237,40.6669234,-96.186759,Syracuse Area Health,4
1945,40.6590658,-111.891794,Intermountain Medical Center,1
1288,40.6566053,-73.9450693,NYC Health + Hospitals / Kings County,1
1221,40.6564185,-95.8625877,CHI Health St. Mary's,4
1284,40.6549132,-73.9126971,Brookdale Hospital Medical Center,1
1299,40.6528352,-73.6305705,South Nassau Communities Hospital,2
1300,40.6466634,-74.0209235,NYU Langone Hospital-Brooklyn,1
316,40.6414822,-102.6304334,Haxtun Hospital District,4
1208,40.64136,-96.9367695,Crete Area Medical Center,4
1287,40.6394036,-73.9984774,Maimonides Medical Center,1
1309,40.6357142,-74.1059834,Richmond University Medical Center,1
460,40.625953,-91.3835555,Fort Madison Community Hospital,4
532,40.6159315,-95.6509653,George C Grape Community Hospital,4
319,40.6123996,-103.2210843,Sterling Regional MedCenter,3
1537,40.6089201,-75.3937008,St. Luke's University Hospital - Bethlehem Campus,1
1193,40.5923291,-98.3874672,Mary Lanning Healthcare,3
1239,40.5923291,-98.3874672,Mary Lanning Healthcare,3
1947,40.5879884,-111.975367,Jordan Valley Medical Center,3
245,40.5855541,-122.3877573,Shasta Regional Medical Center,3
1289,40.5847591,-74.0859766,Staten Island University Hospital,1
328,40.5779308,-102.2910515,Melissa Memorial Hospital,4
1960,40.5759726,-111.8538121,Alta View Hospital,4
224,40.5719533,-122.3952328,Mercy Medical Center Redding,2
272,40.5716484,-105.0566547,UCHealth Poudre Valley Hospital,3
1526,40.5667105,-75.5237552,Lehigh Valley Hospital,1
1213,40.5241871,-101.6504217,Chase County Community Hospital,4
1543,40.5221213,-78.3983801,UPMC Altoona,2
322,40.52139,-105.0085323,Banner Fort Collins Medical Center,5
314,40.5186546,-107.5802156,Memorial Regional Health,4
606,40.4971689,-88.991037,Advocate BroMenn Medical Center,2
1255,40.4953282,-74.4498466,Robert Wood Johnson University Hospital,1
1968,40.4901558,-111.406256,Heber Valley Hospital,4
618,40.4800778,-88.9570975,OSF St. Joseph Medical Center,2
1548,40.4675656,-79.9531074,UPMC Children's Hospital of Pittsburgh,0
307,40.4632879,-106.8145583,UCHealth Yampa Valley Medical Center,3
1965,40.4577584,-109.5315939,Ashley Regional Medical Center,4
1532,40.4574469,-80.0032706,Allegheny General Hospital,1
1203,40.4477449,-99.3832659,Phelps Memorial Health Center,4
1536,40.4425606,-79.9609827,UPMC Presbyterian,1
1560,40.4384996,-75.3489542,St. Luke's Hospital - Quakertown Campus,4
256,40.4367392,-120.6279894,Banner Lassen Medical Center,4
1538,40.4362085,-79.9856207,UPMC Mercy,1
642,40.4345016,-86.8391845,Franciscan Health Lafayette East,3
1547,40.4289288,-79.7481081,Forbes Hospital,2
1964,40.4252439,-111.8790605,Mountain Point Medical Center,4
282,40.4156022,-104.9971202,UCHealth Medical Center of the Rockies,2
277,40.4146785,-104.7101695,North Colorado Medical Center,2
285,40.4132365,-105.0513281,McKee Medical Center,3
644,40.4028551,-86.8088283,Indiana University Health Arnett Hospital,3
2213,40.39556,-80.527957,Weirton Medical Center,4
1226,40.3911408,-95.8532711,Nemaha County Hospital,4
1958,40.3804239,-111.7671837,American Fork Hospital,4
1223,40.3796287,-96.1968622,Johnson County Hospital,4
291,40.3714199,-105.5150166,Estes Park Medical Center,4
1527,40.3301181,-75.9501921,Reading Hospital,1
1956,40.3121305,-111.7115411,Timpanogos Regional Hospital,4
252,40.305719,-121.2348282,Seneca Healthcare District,4
1530,40.3053722,-78.9193877,Conemaugh Memorial Medical Center,1
1963,40.3043985,-109.9964003,Uintah Basin Medical Center,4
1216,40.2806181,-100.1803557,Tri Valley Health System,4
1534,40.2644142,-76.6746317,Penn State Milton S. Hershey Medical Center,1
299,40.2597187,-103.795364,Colorado Plains Medical Center,3
311,40.2556786,-103.6494746,East Morgan County Hospital,4
1549,40.2501631,-76.9225545,Geisinger Holy Spirit,2
1946,40.2479572,-111.6657705,Utah Valley Hospital,2
1259,40.2359137,-74.7518116,Capital Health Regional Medical Center,2
1253,40.2091347,-74.041212,Hackensack Meridian Health Jersey Shore University Medical Center,2
1205,40.2053372,-100.6081311,Community Hospital,4
1545,40.2023009,-74.9242586,St. Mary Medical Center,3
636,40.1968976,-85.4146284,Indiana University Health Ball Memorial Hospital,3
996,40.1927378,-92.5901721,Northeast Regional Medical Center,3
283,40.1822195,-105.1260783,Longmont United Hospital,3
298,40.162172,-105.058116,UCHealth Longs Peak Hospital,3
1225,40.1607326,-97.5938872,Thayer County Health Services,4
250,40.1485519,-122.2190196,St. Elizabeth Community Hospital,3
648,40.1305129,-85.6933403,Community Hospital of Anderson & Madison County,3
331,40.1203602,-102.7370349,Yuma District Hospital,4
1529,40.1190318,-75.1199852,Abington Hospital,2
579,40.1178765,-88.2138667,Carle Foundation Hospital,1
1236,40.108577,-96.1499646,Pawnee County Memorial Hospital and Rural Health Clinic,4
643,40.0955305,-85.6812084,St. Vincent Anderson,3
317,40.083193,-108.8014648,Rangely District Hospital,4
1209,40.0777552,-95.6078515,"Community Medical Center, Inc.",4
334,40.0764423,-105.9257061,Middle Park Medical Center-Granby,4
329,40.0762155,-102.2348548,Wray Community District Hospital,4
1539,40.0716695,-74.9832205,Jefferson Health Northeast,2
2210,40.0606184,-80.7219614,Ohio Valley Medical Center,4
333,40.0569208,-106.3904418,Middle Park Medical Center-Kremmling,4
1233,40.0566711,-101.5370975,Dundy County Hospital,4
2201,40.055565,-80.6832145,Wheeling Hospital,2
1524,40.047027,-76.3040232,Penn Medicine Lancaster General Hospital,2
1554,40.0444805,-75.5022435,Paoli Hospital,2
1955,40.0440325,-111.7142352,Mountain View Hospital,4
306,40.0416961,-107.9112896,Pioneers Medical Center,4
1528,40.0367216,-75.1431823,Einstein Medical Center Philadelphia,1
1324,40.0306088,-83.0342918,OhioHealth Riverside Methodist Hospital,2
279,40.0262346,-105.2836682,Boulder Community Health,2
1555,40.006707,-75.1244369,St. Christopher's Hospital for Children,0
1525,40.0054237,-75.1507198,Temple University Hospital,1
1323,39.9941487,-83.0168242,Ohio State University Wexner Medical Center,1
1546,39.9880032,-75.2634923,Lankenau Medical Center,2
1350,39.9744407,-82.0160864,Genesis HealthCare System,3
1363,39.9706525,-82.9619612,Ohio State University Hospitals East,3
278,39.9706523,-105.0863539,Good Samaritan Medical Center,2
287,39.9645491,-104.7685472,Platte Valley Medical Center,3
1332,39.9610926,-82.9909706,OhioHealth Grant Medical Center,1
1544,39.9584406,-75.1994594,Penn Presbyterian Medical Center,1
1334,39.957063,-83.0216279,Mount Carmel,2
288,39.9557354,-104.9913554,St. Anthony North Health Campus,3
1333,39.9530607,-82.9794897,Nationwide Children's Hospital,0
286,39.9519333,-105.1517462,Avista Adventist Hospital,3
1523,39.9496939,-75.1579038,Thomas Jefferson University Hospitals,1
1535,39.9487265,-75.1943904,Children's Hospital of Philadelphia,0
1531,39.9448346,-76.7174633,WellSpan York Hospital,1
1254,39.9415299,-75.1169561,Cooper University Health Care,1
593,39.9370375,-91.3995443,Blessing Hospital,2
628,39.9090803,-86.1958346,St. Vincent Indianapolis Hospital,1
687,39.898888,-95.8079954,Sabetha Community Hospital,4
595,39.8668512,-88.9618217,Decatur Memorial Hospital,2
641,39.8640506,-84.8841271,Reid Health,3
284,39.8635551,-104.9857089,North Suburban Medical Center,3
1540,39.8557631,-75.3681915,Crozer-Chester Medical Center,2
678,39.8521626,-95.5309723,Hiawatha Community Hospital,4
684,39.8486843,-96.6354536,Community Memorial Healthcare,4
685,39.8378253,-99.8880253,Norton County Hospital,4
691,39.8343445,-96.0747782,Nemaha Valley Community Hospital,4
663,39.8173541,-97.6368104,Republic County Hospital,4
690,39.8140929,-101.038548,Rawlins County Medical Center,4
576,39.8099694,-89.6567571,Memorial Medical Center,1
577,39.8046865,-89.6459353,HSHS St. John's Hospital,1
627,39.7903409,-86.1633559,Indiana University Health University Hospital,1
688,39.7854352,-98.7846289,Smith County Memorial Hospital,4
355,39.7793789,-75.5552976,Alfred I. duPont Hospital for Children,0
638,39.7779943,-86.1839819,Eskenazi Health,1
635,39.7774285,-86.1800805,Riley Hospital for Children at Indiana University Health,0
1364,39.774903,-84.16721,Dayton Children's Hospital,0
981,39.7732177,-94.7710179,Mosaic Life Care at St. Joseph - Medical Center,2
1003,39.7732177,-94.7710179,Mosaic Life Care at St. Joseph - Medical Center,2
695,39.7713574,-101.8033405,Cheyenne County Hospital,4
1367,39.7710585,-84.0628267,Soin Medical Center,3
1351,39.7698344,-84.2026957,Grandview Medical Center,3
273,39.7681121,-105.0898988,Lutheran Medical Center,3
357,39.7511805,-75.5499168,Wilmington Hospital,3
353,39.7502532,-75.567085,St. Francis Hospital,3
260,39.7470476,-104.9665169,Presbyterian-St. Luke's Medical Center,4
267,39.7461882,-104.9717268,Saint Joseph Hospital,4
1326,39.7451432,-84.1862548,Miami Valley Hospital,1
261,39.7426294,-104.8420288,University of Colorado Hospital,2
216,39.7425867,-121.849727,Enloe Medical Center,2
265,39.7422495,-104.8349311,Children's Hospital Colorado,0
276,39.732185,-104.9340497,Rose Medical Center,4
263,39.7282404,-104.9910801,Denver Health,1
274,39.7163135,-105.1293633,St. Anthony Hospital,1
1368,39.700218,-83.927822,Greene Memorial Hospital,3
1344,39.6967019,-84.1922785,Kettering Medical Center,2
351,39.6902474,-75.6726298,Christiana Surgicenter,1
268,39.6888214,-104.831567,Medical Center of Aurora,2
2221,39.6810712,-80.8501977,Wetzel County Hospital,4
275,39.6700386,-104.9748195,Porter Adventist Hospital,3
2209,39.663925,-79.9467491,Mon Health Medical Center,4
266,39.6541703,-104.9807177,Swedish Medical Center,1
2198,39.6534472,-79.9574781,West Virginia University Hospitals,1
755,39.6477682,-78.7329908,Western Maryland Regional Medical Center,3
295,39.6434111,-106.3820241,Vail Health,3
752,39.6226768,-77.6851973,Meritus Medical Center,3
280,39.576102,-104.985752,Littleton Adventist Hospital,3
308,39.5695242,-106.0775201,St. Anthony Summit Medical Center,3
2231,39.5586939,-81.0041568,Sistersville General Hospital,4
281,39.5486133,-104.7710383,Parker Adventist Hospital,2
305,39.5324953,-107.3215051,Valley View Hospital,3
1971,39.5313536,-111.4610433,Sanpete Valley Hospital,4
270,39.529099,-104.871212,Sky Ridge Medical Center,2
1274,39.52552,-119.7952114,Renown Regional Medical Center,2
259,39.5214377,-122.2083033,Glenn Medical Center,4
293,39.5211131,-107.7700056,Grand River Hospital District,4
1355,39.49864,-84.3141505,Atrium Medical Center,3
662,39.495432,-96.171674,Community HealthCare System,4
637,39.4856368,-87.4085107,Union Hospital,3
2207,39.4824518,-80.165447,Fairmont Regional Medical Center,4
697,39.4791373,-95.7511831,Holton Community Hospital,4
2212,39.476443,-77.980184,Berkeley Medical Center,3
674,39.4666571,-98.1142399,Mitchell County Hospital Health Systems,4
2226,39.4651358,-79.6777494,Preston Memorial Hospital,4
1360,39.430606,-81.464544,Marietta Memorial Hospital,3
639,39.4195116,-87.4089787,Terre Haute Regional Hospital,2
301,39.4056145,-104.8853165,Castle Rock Adventist Hospital,3
257,39.3899426,-123.3389404,Adventist Health Howard Memorial,4
660,39.3789117,-101.0446605,Citizens Medical Center,4
1256,39.3583314,-74.4342891,AtlantiCare Regional Medical Center,2
1362,39.3578671,-84.3676,West Chester Hospital,3
748,39.3527548,-76.6619418,Sinai Hospital of Baltimore,2
1969,39.350092,-112.5610124,Delta Community Medical Center,4
2204,39.328546,-80.239579,United Hospital Center,4
324,39.3030065,-102.2705758,Kit Carson County Health Service District,4
746,39.2961773,-76.591756,Johns Hopkins Hospital,1
2228,39.295965,-77.85874,Jefferson Medical Center,4
749,39.2901622,-76.5471072,Johns Hopkins Bayview Medical Center,2
747,39.2880132,-76.6248449,University of Maryland Medical Center,1
988,39.2747471,-94.4243895,Liberty Hospital,2
2203,39.2696181,-81.5599487,Camden Clark Medical Center,3
1346,39.2521028,-84.3411343,Bethesda North Hospital,3
693,39.2470434,-99.2961252,Rooks County Health Center,4
1983,39.1939977,-78.1933634,Winchester Medical Center,2
310,39.1905445,-106.8395937,Aspen Valley Hospital,3
315,39.1636321,-108.7366154,Colorado Canyons Hospital and Medical Center,4
640,39.1600584,-86.5403823,Indiana University Health Bloomington Hospital,3
249,39.1530652,-123.2028906,Ukiah Valley Medical Center,4
352,39.1512959,-75.5236202,Bayhealth Medical Center at Kent General,3
978,39.1495404,-94.551452,North Kansas City Hospital,2
1336,39.1404509,-84.502063,Cincinnati Children's Hospital Medical Center,0
300,39.1383794,-103.4735315,Lincoln Community Hospital and Nursing Home,4
230,39.138174,-121.5942279,Adventist Health and Rideout,3
1331,39.1374112,-84.5036728,University of Cincinnati Medical Center,1
1370,39.137305,-84.501196,Shriners Hospitals for Children - Cincinnati,0
654,39.1265615,-94.7866525,Providence Medical Center,4
297,39.1051972,-108.6152656,Community Hospital,3
253,39.1047076,-122.9069825,Sutter Lakeside Hospital,4
271,39.0904811,-108.5627055,St. Mary's Hospital and Medical Center,2
991,39.0845178,-94.5751781,Truman Medical Center-Hospital Hill,1
980,39.0834675,-94.5771129,Children's Mercy Hospital Kansas City,0
649,39.0562599,-94.6081722,The University of Kansas Hospital,1
652,39.0526033,-95.6964703,Stormont Vail Health,2
985,39.0494374,-94.3488139,Centerpoint Medical Center,2
2219,39.0476764,-80.4921482,Stonewall Jackson Memorial Hospital,4
977,39.0474343,-94.5907899,Saint Luke's Hospital of Kansas City,1
976,39.0088034,-94.5580906,Research Medical Center,1
753,39.0020633,-77.0898528,Walter Reed National Military Medical Center,2
754,38.9972577,-77.110582,Suburban Hospital,2
2222,38.9910845,-80.2368272,St. Joseph's Hospital of Buckhannon,4
658,38.9789308,-95.2485837,Lawrence Memorial Hospital,4
289,38.9670419,-104.7549197,UCHealth Memorial Hospital North,3
1989,38.9626797,-77.363936,Reston Hospital Center,2
1970,38.954734,-112.340537,Fillmore Community Hospital,4
327,38.9435107,-105.0170222,Pikes Peak Regional Hospital,4
990,38.9407693,-94.3818913,Saint Luke's East Hospital,3
974,38.938273,-92.3273842,University of Missouri Health Care,1
701,38.9371122,-94.7252854,Overland Park Regional Medical Center,2
653,38.9371122,-94.7252854,Overland Park Regional Medical Center,2
751,38.9306528,-76.9209112,University of Maryland Capital Region Health Prince George's Hospital Center,2
347,38.9295004,-77.0144985,MedStar Washington Hospital Center,1
349,38.9271267,-77.014524,Children's National Health System,0
2223,38.9229352,-81.0924804,Minnie Hamilton HealthCare Center,4
350,38.9175305,-77.0204417,Howard University Hospital,1
246,38.9122482,-119.9965847,Barton Memorial Hospital,3
998,38.90359,-94.3330751,Lee's Summit Medical Center,3
348,38.901261,-77.0507412,George Washington University Hospital,1
356,38.8868357,-75.3911438,"Bayhealth Medical Center, Milford Memorial Hospital",3
686,38.8828084,-98.8596234,Russell Regional Hospital,4
657,38.878486,-99.299245,Hays Medical Center,3
2208,38.8661919,-82.1247362,Pleasant Valley Hospital,4
264,38.8655367,-104.821745,Penrose-St. Francis Health Services,2
1974,38.8572,-77.2278068,Inova Fairfax Hospital,1
262,38.8397642,-104.7994092,UCHealth Memorial Hospital,1
655,38.8334967,-97.6102357,Salina Regional Health Center,3
312,38.8257062,-102.3555891,Keefe Memorial Hospital,4
2229,38.822896,-81.729895,Jackson General Hospital,4
999,38.8158823,-94.5028554,Belton Regional Medical Center,3
2220,38.8157318,-81.3679449,Roane General Hospital,4
989,38.8027808,-90.7757153,SSM Health St. Joseph Hospital - Lake Saint Louis,3
986,38.7808292,-90.4848006,SSM Health St. Joseph - St. Charles,2
354,38.7719511,-75.1430456,Beebe Healthcare,3
219,38.7663726,-121.2491535,Sutter Roseville Medical Center,2
1000,38.765869,-93.7224074,Western Missouri Medical Center,3
975,38.7502554,-90.4341088,SSM Health DePaul Hospital - St. Louis,2
303,38.7454297,-108.0472264,Delta County Memorial Hospital,4
243,38.72467,-120.7916501,Marshall Medical Center,3
1002,38.6930057,-91.4496614,Hermann Area District Hospital,2
645,38.6727584,-87.5329401,Good Samaritan Hospital,3
210,38.6693027,-121.3139776,Mercy San Juan Medical Center,2
1001,38.6650857,-94.3774077,Cass Regional Medical Center,3
2224,38.6608019,-80.749249,Braxton County Memorial Hospital,4
970,38.6439938,-90.4465938,Mercy Hospital St. Louis,1
358,38.6418487,-75.6038953,Nanticoke Memorial Hospital,3
979,38.6374922,-90.2652998,St. Louis Children's Hospital,0
969,38.6357014,-90.264764,Barnes-Jewish Hospital,1
982,38.6228912,-90.2391538,SSM Health Saint Louis University Hospital,1
992,38.6213562,-90.2394917,SSM Cardinal Glennon Children's Hospital,0
668,38.5963561,-95.2677091,Ransom Memorial Hospital,4
1972,38.5751558,-109.5597751,Moab Regional Hospital,4
682,38.5728915,-97.6835542,Lindsborg Community Hospital,4
694,38.569485,-94.8491211,Miami County Medical Center,4
183,38.5549492,-121.4546344,"University of California, Davis Medical Center",1
321,38.5521323,-106.9249777,Gunnison Valley Hospital,4
994,38.5519883,-91.0002936,Mercy Hospital Washington,3
318,38.5431558,-106.0088247,Heart of the Rockies Regional Medical Center,4
692,38.5216922,-98.7797908,Clara Barton Hospital,4
971,38.5070559,-90.380164,Mercy Hospital South,2
294,38.4800204,-107.8689388,Montrose Memorial Hospital,3
231,38.4699104,-121.4216412,Kaiser Permanente South Sacramento Medical Center,2
296,38.4552392,-105.2309998,St. Thomas More Hospital,4
222,38.4437589,-122.7011068,Santa Rosa Memorial Hospital,2
2200,38.432355,-82.4006689,St. Mary's Medical Center,2
676,38.4115032,-96.1955313,Newman Regional Health,4
2202,38.409587,-82.427083,Cabell Huntington Hospital,2
647,38.394992,-86.940895,Memorial Hospital and Health Care Center,3
241,38.3882169,-121.9387685,Kaiser Permanente Vacaville Medical Center,2
717,38.3824549,-84.2782487,Harrison Memorial Hospital,4
667,38.3787437,-97.6709975,McPherson Hospital,4
750,38.362468,-75.598013,Peninsula Regional Medical Center,3
2215,38.359114,-81.6400464,Charleston Area Medical Center,4
669,38.3563105,-98.7908667,University of Kansas Health System Great Bend Campus,4
2206,38.3540767,-81.7263862,Thomas Memorial Hospital,4
2197,38.348059,-81.626454,Charleston Area Medical Center,1
698,38.3426807,-97.01045,St. Luke Hospital and Living Center,4
683,38.3414852,-98.2165986,Hospital District No 1 of Rice County,4
2199,38.3299152,-81.6026856,Charleston Area Medical Center,4
236,38.324482,-122.2971094,Queen of the Valley Medical Center,3
1981,38.3108853,-77.4832459,Mary Washington Hospital,2
2218,38.2925237,-80.8299953,Summersville Regional Medical Center,4
269,38.2817831,-104.612694,Parkview Medical Center,2
696,38.2797089,-95.2510928,Anderson County Hospital,4
234,38.2620091,-122.0473434,NorthBay Medical Center,2
706,38.2484474,-85.7496969,Norton Children's Hospital,0
704,38.2480611,-85.744415,University of Louisville Hospital,1
304,38.233881,-104.623987,St. Mary-Corwin Medical Center,3
2230,38.20067,-80.108964,Pocahontas Memorial Hospital,4
681,38.1842954,-99.1074997,University of Kansas Health System Pawnee Valley Campus,4
713,38.1600632,-84.9068302,Frankfort Regional Medical Center,3
995,38.1206705,-92.683012,Lake Regional Health System,3
656,38.0777034,-97.8921853,Hutchinson Regional Medical Center,3
700,38.0777034,-97.8921853,Hutchinson Regional Medical Center,3
2227,38.0478383,-81.8063838,Boone Memorial Hospital,4
1980,38.0311849,-78.4988225,University of Virginia Medical Center,1
702,38.031102,-84.5076352,University of Kentucky Albert B. Chandler Hospital,1
631,37.9830836,-87.5712565,Deaconess Midtown Hospital,2
309,37.9782674,-103.5491141,Arkansas Valley Regional Medical Center,4
632,37.9643121,-87.5040999,St. Vincent Evansville,2
679,37.9488038,-95.3916647,Allen County Regional Hospital,4
227,37.9473603,-122.5360275,Marin General Hospital,3
720,37.9199902,-83.2654454,Morgan County ARH Hospital,4
187,37.9128769,-122.0409498,"John Muir Medical Center, Walnut Creek",2
232,37.8867135,-121.2826314,San Joaquin General Hospital,3
2216,37.8466988,-81.9957126,Logan Regional Medical Center,4
233,37.8371901,-122.2670282,UCSF Benioff Children's Hospital Oakland,0
677,37.8361501,-96.2942004,Greenwood County Hospital,4
665,37.8182791,-96.858427,Susan B. Allen Memorial Hospital,4
209,37.7986088,-122.2316641,Highland Hospital,1
